id	NY AGI of All Returns	Taxable Income of All Returns
14420	11818.00	8311.00
14421	607374.00	431956.00
14422	2540.00	1305.00
14423	3838893.00	2529774.00
14424	156086.00	109053.00
14425	109759.00	75400.00
14426	4164.12	954.73
14427	7541.00	5547.00
14428	138375.00	105387.00
14429	89033.00	66747.00
14431	82279.00	70375.00
14432	83121.00	67162.00
14434	243460.00	227654.00
14435	3814.00	2659.00
14437	226246.00	79601.00
14438	49762.00	33554.00
14439	3181805.50	2725472.25
14440	166496.00	130037.00
14441	74926.00	37970.00
14442	247951.00	233880.00
14443	2565755.00	1886282.00
14444	240440.00	184102.00
14445	10469.00	7963.00
14446	20781.00	19266.00
14447	139742.00	105948.00
14448	1806156.00	1567027.00
14449	341645.75	292007.12
14450	931594.00	336785.00
14451	66194.00	56406.00
14452	492635.00	356397.00
14453	37669.00	12846.00
14454	59407.00	48132.00
14455	8149.00	7652.00
14456	13550.44	1821.23
14457	141647.00	121182.00
14458	1253883.00	949669.00
14459	1006.00	40.00
14460	5621.00	730.00
14461	82235.00	62924.00
14462	63424.00	34281.00
14463	147171.00	103429.00
14464	247421.00	167632.00
14465	685998.75	312984.19
14466	174549.00	150855.00
14467	2948601.00	2778871.00
14468	105555.00	94473.00
14469	122782.04	99318.87
14470	24273.00	23509.00
14471	1586883.00	1237502.00
14472	121467.00	40539.00
14473	4595.00	2704.00
14474	141911.00	91412.00
14475	3649.00	869.00
14476	88327.00	78130.00
14477	245728.00	166329.00
14478	1981.82	1210.63
14479	2266587.00	1821468.00
14480	14380.00	1058.00
14481	1188768.00	864436.00
14483	106369.00	81550.00
14484	139209.00	131247.00
14485	8605.00	6535.00
14486	80062.00	58278.00
14487	318804.00	271957.00
14488	840.00	66.00
14489	2063108.88	1516802.50
14490	3386.00	2520.00
14491	6628.00	405.00
14492	1041598.00	781818.00
14493	39971.00	30804.00
14494	82905.00	58186.00
14495	133322.00	111012.00
14496	94731.00	84247.00
14497	901644.00	626136.00
14498	-65953.61	16.82
14500	1012.00	521.46
14501	3800195.00	2693015.00
14502	8905.00	5664.00
14503	2455.00	1603.00
14504	143119.00	22067.00
14505	41087.00	32798.00
14506	45263.00	15842.00
14507	3352.00	1261.00
14508	109564.00	34658.00
14510	33296.00	29785.00
14511	10823.00	9647.00
14512	3325819.00	2845236.00
14513	144370.00	94632.00
14514	402559.00	221708.00
14515	25410.00	23705.00
14516	393985.00	228154.00
14517	818238.00	70235.00
14518	2326930.00	1792531.00
14519	1107666.00	362064.00
14520	67346.00	43142.00
14521	3302207.00	2348496.00
14522	163510.00	134644.00
14523	106337.00	101236.00
14524	12771.00	7532.00
14525	652938.19	475779.56
14526	7301.00	1109.00
14527	657108.00	479910.00
14528	58427.00	20053.00
14529	25422.00	21674.00
14530	21598.00	18134.00
14532	11370.00	6528.00
14533	136671.00	89309.00
14534	27140.00	20595.00
14535	651920.00	522561.00
14536	181070.00	167461.00
14537	147.00	17.00
14538	6842.00	1026.00
14539	292024.47	248967.73
14540	258914.00	169396.00
14541	61636.00	56534.00
14542	34718.00	24765.00
14543	90685.00	72338.00
14544	639476.00	408109.00
14545	1203430.00	927157.00
14546	17476.00	12883.00
14547	173900.00	60235.00
14548	311055.00	250289.00
14549	322660.00	253531.00
14550	226205.00	132249.00
14551	1121885.00	824862.00
14552	14027.00	6109.00
14554	122398.00	92836.00
14555	4037.00	2788.00
14556	1524902.00	1313071.00
14557	18925.00	12132.00
14559	8782.36	8546.31
14560	7892.00	5371.00
14561	514622.00	340557.00
14562	3811274.00	2459346.00
14564	93044.64	31991.12
14565	17636.00	11244.00
14566	216716.00	161905.00
14567	762979.00	63328.00
14568	207357.00	166978.00
14569	192438.00	178001.00
14570	113557.00	110682.00
14571	1500209.00	1135558.00
14572	60204.30	46925.46
14573	70956.00	50131.00
14574	49168.00	8271.00
14575	100112.00	66468.00
14577	2034164.50	1480612.12
14579	142.00	13.00
14580	96219.00	62839.00
14581	233236.00	221629.00
14582	1866003.00	1047726.00
14583	6747.00	4891.00
14584	108588.00	84942.00
14586	21315.00	16059.00
14587	90618.00	59099.00
14588	1202674.88	970095.31
14589	12838.00	10110.00
14590	16215.00	842.00
14591	39207.00	32370.00
14592	1729.00	847.00
14593	3884.53	2996.29
14594	88672.00	76876.00
14595	1069398.88	780909.25
14596	89645.00	67465.00
14597	103908.10	84227.58
14598	5483.00	4552.00
14599	34752.00	18603.00
14600	138528.00	74431.00
14601	543.00	68.00
14602	107275.00	79103.00
14603	121570.00	97419.00
14604	36033.00	32150.00
14605	14615.00	7384.00
14606	110645.00	70123.00
14607	85863.00	46168.00
14608	17497.00	11399.00
14609	444900.56	379171.62
14610	15993.00	8687.00
14611	-9034.69	50.19
14612	68375.00	48385.00
14613	32106.00	23281.00
14614	647614.00	485173.00
14615	19419.00	14122.00
14616	29336.00	16245.00
14618	64828.00	57474.00
14620	23177.00	7582.00
14621	3948.00	2193.00
14622	44436.00	19248.00
14623	497353.00	425758.00
14624	6540.00	5008.00
14625	3624599.00	2840076.00
14626	405884.00	76760.00
14627	121210.00	86476.00
14628	2409.00	1035.00
14629	1363.00	632.00
14630	106481.00	73010.00
14631	57855.00	20427.00
14632	315813.00	280987.00
14633	1261913.00	747268.00
14634	795332.00	748642.00
14635	35615.00	25105.00
14636	57921.00	47737.00
14637	1685682.00	1192824.00
14638	105854.00	81525.00
14639	660723.00	470195.00
14640	2535369.00	1816681.00
14641	109369.00	81918.00
14642	2259.00	1059.00
14643	3501296.00	2709349.00
14644	126045.00	90561.00
14645	9470.00	7255.00
14647	124920.08	94230.53
14648	63891.00	45013.00
14649	157249.00	126789.00
14650	33988.00	28049.00
14651	96537.00	70342.00
14653	2568526.00	738758.00
14654	4582.00	1357.00
14656	35990.00	34388.00
14657	135008.00	90302.00
14658	1598.00	804.00
14659	36088.00	28619.00
14660	36139.00	1990.00
14661	17777.00	2464.00
14664	2129486.00	1738862.00
14665	91389.00	51083.00
14666	1065607.00	1016212.00
14667	1030073.00	820953.00
14668	129111.43	110659.52
14669	16901.00	2495.00
14670	89954.00	65419.00
14671	1055881.00	711415.00
14672	2076845.25	1698854.75
14673	99917.08	56693.62
14674	743523.00	233248.00
14675	6423.00	4757.00
14677	2139.00	719.00
14679	2187907.00	1711713.00
14680	97360.00	32775.00
14682	30107.00	19261.00
14684	127546.00	81660.00
14685	66527.00	51978.00
14686	16269.00	2878.00
14687	3043828.00	2279923.00
14688	1291311.00	946072.00
14689	25002.00	19750.00
14691	60484.00	55221.00
14692	6976.00	3327.00
14693	8316.00	6676.00
14694	238481.00	184556.00
14695	332187.00	269029.00
14696	2212.00	1416.00
14697	129751.00	113312.00
14698	120166.00	77765.00
14699	41249.00	32077.00
14700	92377.00	65577.00
14702	82629.00	25951.00
14703	691107.00	474558.00
14704	26858.00	11561.00
14705	114634.00	63023.00
14706	11806.76	9116.01
14707	12622.00	9342.00
14708	105465.00	75859.00
14709	119481.00	97384.00
14710	6090.00	316.00
14711	62359.00	20959.00
14712	4776.28	2735.23
14713	90511.00	50832.00
14714	170802.00	141118.00
14715	193945.00	166829.00
14716	187104.00	101576.00
14717	27318.00	4107.00
14718	20264.00	3164.00
14719	119363.00	87773.00
14720	81330.00	13918.00
14721	4674.31	2895.06
14722	242928.00	35344.00
14724	95820.00	80718.00
14725	381.00	65.00
14726	133646.00	90356.00
14727	410757.00	69653.00
14728	424625.00	225144.00
14729	1928555.00	1264423.00
14730	5408.00	3768.00
14731	666.00	80.00
14732	12080.00	9170.00
14733	39189.41	23899.00
14734	3782.00	179.00
14735	96534.00	82850.00
14736	109274.00	102052.00
14737	1831.00	518.00
14738	10323.00	593.00
14739	386911.78	330645.38
14740	4024.00	2424.00
14741	39641.00	23995.00
14742	5210.15	3516.61
14743	13781.00	2103.00
14744	1088964.00	780906.00
14745	296357.00	245654.00
14746	365715.00	285016.00
14748	64267.00	55261.00
14749	33586.82	31250.74
14751	10845.40	1952.54
14752	99703.00	70051.00
14753	893.00	600.00
14754	42646.00	14693.00
14755	14437.00	2091.00
14756	713532.00	580172.00
14757	20346.00	1036.00
14758	15197.81	10486.97
14759	22087.00	20329.00
14760	3954.37	1962.51
14762	34859.00	22412.00
14763	6806.00	3382.00
14764	109967.00	75168.00
14765	1877453.00	1828160.00
14766	370485.00	270750.00
14767	4947.35	2811.95
14768	59561.65	48039.75
14769	27171.00	8530.00
14770	372614.00	322783.00
14771	4509.00	3382.00
14773	3770.00	2775.00
14774	1954055.00	1424413.00
14775	98223.00	71717.00
14779	67986.00	44581.00
14780	27522.00	21095.00
14781	136109.77	103505.96
14782	81038.00	52348.00
14783	2613908.00	2024443.00
14784	465504.00	41134.00
14785	203741.00	145215.00
14786	1084.00	224.00
14787	73279.00	53574.00
14788	693.00	147.00
14789	256430.00	207667.00
14790	30965.00	21963.00
14791	63568.00	35017.00
14792	174148.00	123359.00
14793	7749.00	444.00
14794	30890.00	24360.00
14795	84141.00	72541.00
14797	2300089.00	1838531.00
14798	6377.00	4478.00
14799	6947.00	4294.00
14800	3408352.00	2416522.00
14802	1052049.00	626406.00
14803	182035.00	154274.00
14804	72342.00	52974.00
14805	2100515.00	1202690.00
14806	81808.00	57210.00
14807	652783.00	575568.00
14808	237102.00	182371.00
14809	63860.00	36967.00
14811	75482.00	57562.00
14812	165742.00	140928.00
14813	77768.00	50199.00
14814	170927.00	140525.00
14815	149693.00	114239.00
14816	85717.61	83390.16
14817	2217838.00	1520318.00
14818	138237.41	23028.49
14819	12739.00	11462.00
14820	36367.00	29968.00
14821	94663.00	79711.00
14822	1806249.00	1471500.00
14823	40798.00	31882.00
14824	92462.00	71932.00
14825	95327.76	73751.98
14826	234.00	25.00
14827	1075.00	65.00
14828	2288284.00	1879311.00
14829	80817.00	52789.00
14830	20437.00	15186.00
14831	2456.00	1129.30
14832	1321542.00	981359.00
14833	132792.00	94324.00
14834	6084.00	3556.00
14835	498138.00	369872.00
14836	3693.00	3301.00
14837	89812.56	69841.96
14838	2054.00	1302.00
14839	321.00	49.00
14840	4683.00	3142.00
14841	1292975.00	881448.00
14842	41536.00	26912.00
14844	214449.00	152468.00
14845	134540.00	108362.00
14846	728.00	145.00
14847	10687.00	7748.00
14848	2374488.00	1894641.00
14849	198927.20	153523.59
14850	212153.00	161852.00
14851	2585335.00	1925422.00
14852	19231.00	2980.00
14853	4552.00	3179.00
14854	7489.00	1234.00
14855	46501.86	34136.18
14856	2218.00	1505.00
14857	126983.00	107312.00
14858	567173.38	497929.31
14859	792827.44	593612.62
14860	14128.00	11342.00
14861	1289156.00	1033733.00
14862	1311.00	524.00
14863	-4949.51	826.36
14864	92291.70	89532.19
14865	92338.80	60497.08
14866	12246.00	1017.00
14867	587341.00	431524.00
14868	374412.00	281617.00
14869	1349.00	453.00
14870	151036.00	116137.00
14871	95792.11	68565.82
14872	94789.00	65856.00
14873	17916.00	2465.00
14874	848.00	626.00
14875	-107933.32	117.24
14876	20815.00	2963.00
14877	909.00	113.00
14878	662952.00	446759.00
14879	18035.00	13124.00
14880	38979.00	23908.00
14881	9461.00	1304.00
14882	3833.00	2747.00
14883	5942.84	3814.13
14884	66123.00	24415.00
14885	54964.00	53960.00
14886	69591.00	60183.00
14887	602.00	80.00
14888	146902.00	54266.00
14889	4989.00	3837.00
14890	11736.00	672.00
14891	8520.00	1183.00
14892	232271.00	197413.00
14893	41054.00	37908.00
14894	5233.00	3310.00
14895	3131033.00	2255859.00
14898	191194.00	183166.00
14900	103391.00	95706.00
14901	10678.00	9801.00
14902	5982.00	4258.00
14903	29974.00	28034.00
14904	291417.00	174788.00
14905	948626.00	653629.00
14906	247368.00	200206.00
14907	38291.00	37211.00
14908	3634225.00	2294036.00
14911	941491.00	673679.00
14912	99346.00	84952.00
14915	53175.00	44586.00
14916	209.00	22.00
14917	3179052.00	2266758.00
14918	6954.00	4656.00
14919	57889.00	13487.00
14920	7681.00	4520.00
14921	4631.00	3232.00
14922	75656.00	55294.00
14923	57507.65	41130.74
14924	114626.00	84603.00
14925	85933.00	63703.00
14926	1103542.00	939626.00
14927	26618.00	25010.00
14928	113769.00	83643.00
14929	143629.00	98983.00
14930	40618.00	36085.00
14931	436974.00	389376.00
14932	32811.00	5392.00
14933	21732.00	19958.00
14934	173336.00	138494.00
14935	477357.19	355494.84
14936	576807.00	489762.00
14937	33527.00	26361.00
14938	33502.00	20035.00
14939	238695.39	161174.11
14940	520284.00	445321.00
14941	103882.00	80958.00
14942	125602.00	82347.00
14943	421713.00	364687.00
14944	38821.00	28959.00
14945	4797.31	2942.25
14946	2711209.00	1914857.00
14947	4806.00	170.00
14948	15364.00	6885.00
14949	1342181.00	1151643.00
14950	1888.00	1334.00
14951	157470.00	24786.00
14952	10980.00	6390.00
14953	769.00	343.00
14954	3584179.00	2999191.00
14955	127397.00	69209.00
14956	11053.00	8407.00
14957	1104354.00	982620.00
14958	10249.00	7652.00
14959	3914647.00	2904120.00
14960	123714.00	81541.00
14961	1844917.00	1501047.00
14962	85632.00	63023.00
14964	964577.00	730999.00
14965	1075.00	390.00
14966	20665.00	17261.00
14967	747515.00	570453.00
14968	62558.00	44556.00
14969	93445.00	70009.00
14970	18493.00	2548.00
14971	71315.00	25695.00
14972	805.00	86.00
14973	4097.00	2258.00
14974	69855.00	44518.00
14976	4625.00	3400.00
14977	722528.00	522764.00
14978	13033.00	1973.00
14979	14476.00	13130.00
14980	314683.00	102964.00
14981	139309.00	109129.00
14982	158098.00	86007.00
14984	10525.00	576.00
14985	3701102.00	3141060.00
14986	28574.00	27707.00
14987	4203.57	2554.48
14988	1193985.00	1061954.00
14989	319851.00	262288.00
14990	63603.00	34849.00
14991	125024.00	100125.00
14993	635301.00	452033.00
14994	4765.00	258.00
14995	4208.00	227.00
14996	239324.00	192425.00
14997	3775.00	1840.00
14999	69591.00	46530.00
15000	26021.00	22123.00
15001	509492.00	345099.00
15002	686394.00	468889.00
15003	27660.00	26866.00
15004	2915479.00	2234120.00
15005	42093.00	3031.00
15006	1840.00	1176.00
15007	74843.00	56018.00
15008	509781.00	409969.00
15010	627972.00	493752.00
15011	7720.00	5969.00
15012	13952.00	9084.00
15013	28419.00	19755.00
15014	5808.00	740.00
15015	227684.00	194762.00
15016	28603.00	23435.00
15017	1047039.00	386549.00
15020	-5682.27	808.39
15021	199787.00	145155.00
15022	688190.00	496603.00
15023	4675.00	3595.00
15024	1097521.00	821338.00
15025	18200.00	1795.00
15026	101948.00	99710.00
15027	31571.00	5096.00
15028	1360348.00	1027563.00
15029	67504.00	44851.00
15030	31303.00	20383.00
15031	36470.00	30813.00
15032	1900717.00	1755641.00
15033	24140.00	4079.00
15034	75393.00	55215.00
15035	757626.00	553133.00
15036	890339.94	655854.56
15037	2204609.00	112271.00
15038	104810.00	80536.00
15039	40738.00	27448.00
15040	6552.00	5980.00
15041	190252.00	185422.00
15043	336584.00	265754.00
15044	60669.00	11797.00
15045	99172.00	84201.00
15046	6539.00	435.00
15047	50041.00	15606.00
15048	19289.00	11478.00
15049	11774.00	10656.00
15050	97682.00	77733.00
15051	5163.00	2589.00
15052	378.00	57.00
15055	1689661.00	1161151.00
15056	124722.00	42404.00
15057	2663413.00	729049.00
15058	87876.00	67304.00
15059	79536.00	61991.00
15060	10886.00	7130.00
15061	18062.00	12287.00
15062	234680.00	139668.00
15064	23897.00	1333.00
15065	10725.00	650.00
15066	7780.00	5897.00
15067	1235943.00	1124871.00
15068	242638.00	186263.00
15069	29146.00	3904.00
15070	1104464.00	803876.00
15071	244385.00	206043.00
15072	113489.00	69406.00
15073	135962.23	76885.56
15074	9889.00	1258.00
15075	60279.00	32844.00
15076	26578.37	14031.79
15077	77014.00	60377.00
15078	2776.00	1605.00
15079	2468426.00	2080408.00
15080	41435.00	34694.00
15081	419.00	290.00
15082	1915400.00	1484386.00
15083	776.43	205.27
15084	33263.00	26697.00
15086	16929.00	1019.00
15087	708503.00	591430.00
15088	44227.00	30347.00
15089	22957.00	19507.00
15090	589365.00	437592.00
15091	761004.00	551356.00
15092	123675.00	101544.00
15093	3151253.00	2478801.00
15094	13568.86	8547.62
15095	751200.00	519051.00
15096	77819.00	55189.00
15097	307801.00	123459.00
15098	224395.00	166909.00
15099	108963.49	87878.45
15100	29334.00	20529.00
15101	75118.45	55040.76
15102	41197.00	26319.00
15103	500391.00	185561.00
15104	18906.00	11158.00
15105	232612.00	176551.00
15106	3924876.00	3039898.00
15107	5643.00	334.00
15108	137221.00	105426.00
15109	230308.00	178351.00
15110	148343.00	87072.00
15111	76614.12	14503.29
15112	99283.00	54679.00
15113	13091.90	8852.75
15114	1416507.00	998779.00
15115	47422.00	7595.00
15117	33501.00	23024.00
15118	4273.00	2991.00
15119	98859.00	69083.00
15120	11967.00	573.00
15121	46383.00	15937.00
15122	32982.50	29756.38
15123	2399604.00	1373916.00
15124	3889.00	2575.00
15125	27809.00	20081.00
15127	966592.00	813973.00
15128	2480.00	717.00
15129	43216.39	32384.14
15130	3672721.00	2555008.00
15131	20180.00	12970.00
15132	2873758.00	2066470.00
15133	931808.00	669893.00
15134	120467.00	2798.00
15135	122431.00	86918.00
15136	124255.00	103667.00
15137	201317.00	186901.00
15138	253595.00	236935.00
15139	562626.00	38670.00
15140	65331.00	55549.00
15142	56944.00	22689.00
15143	77761.00	59738.00
15144	41780.00	26043.00
15145	853912.00	613627.00
15146	188080.00	102690.00
15147	585.00	152.00
15148	69930.00	49418.00
15149	1170.00	53.00
15150	134492.00	108894.00
15151	2926136.00	2066157.00
15152	6065.00	4567.00
15153	78429.00	11622.00
15154	1736.00	1171.00
15155	18240.00	10689.00
15156	944874.00	349999.00
15157	116681.00	77087.00
15158	2055409.00	1985065.00
15159	6987.00	3799.00
15160	295051.00	222407.00
15161	73673.00	40384.00
15162	34836.00	12104.00
15163	3987.40	2601.66
15164	35961.00	27502.00
15165	218101.00	210466.00
15166	94003.00	16087.00
15167	2204.79	636.42
15168	369386.00	259716.00
15169	60730.00	20675.00
15170	704.00	133.00
15171	76232.00	61552.00
15172	12675.00	643.00
15173	20100.00	18579.00
15174	12414.00	7883.00
15175	1329352.00	992195.00
15177	62108.00	43598.00
15178	86299.00	82721.00
15179	1563116.00	825235.00
15180	123045.00	89378.00
15181	15398.00	2207.00
15182	361153.00	251880.00
15183	20886.00	1140.00
15184	229077.00	175748.00
15185	94465.00	85866.00
15186	52877.00	8467.00
15187	34252.00	33323.00
15188	118580.00	101532.00
15189	229426.00	174450.00
15190	3421.00	2385.00
15191	2027957.00	1637142.00
15192	2566432.75	2336262.00
15193	120179.00	86451.00
15194	107849.00	58964.00
15195	9815.00	5657.00
15197	941049.00	667402.00
15198	1101742.00	1008429.00
15200	86833.00	66938.00
15201	600630.00	449044.00
15202	11190.00	7131.00
15203	37644.00	17823.00
15204	320736.00	252376.00
15205	121866.00	91509.00
15206	10945.00	10083.00
15207	3419421.00	2565663.00
15208	177689.00	124309.00
15210	1790.00	1011.00
15211	125892.00	95652.00
15212	73052.00	25505.00
15213	40344.00	2462.00
15214	63013.00	59199.00
15215	4042.00	2929.00
15216	147501.00	118154.00
15217	2115.00	1344.00
15218	96078.00	66808.00
15219	76272.00	60451.00
15220	1774291.00	1485273.00
15221	79792.00	52143.00
15222	191265.00	151575.00
15224	10544.00	8364.00
15225	2059.00	862.00
15226	91478.00	72373.00
15228	124536.00	108192.00
15229	2580.00	1548.00
15230	93662.00	31589.00
15231	2462.78	1109.23
15232	3747.00	2354.00
15233	35125.00	2585.00
15234	293643.00	236549.00
15235	26539.29	19809.59
15236	28731.00	26993.00
15237	93132.00	66657.00
15238	2278.24	1208.41
15239	63340.00	44965.00
15240	245762.00	137373.00
15241	19856.00	14158.00
15242	504723.00	371252.00
15243	3017774.00	2119683.00
15244	123939.00	99804.00
15245	315602.03	259435.75
15247	102207.19	79234.30
15248	140154.00	90717.00
15249	83241.00	63343.00
15250	279795.00	201725.00
15251	191436.00	148392.00
15252	63888.84	45845.68
15253	24787.00	1416.00
15254	205577.00	159739.00
15256	226357.00	82008.00
15257	162604.00	149808.00
15258	79000.00	27960.00
15259	547291.00	514129.00
15260	1844.00	893.00
15261	2564.00	1517.00
15262	18565.08	2672.22
15263	182001.00	145378.00
15264	38380.00	33737.00
15265	83966.00	28247.00
15266	10208.00	6428.00
15267	515755.00	395312.00
15268	115243.00	88069.00
15270	7334.00	4221.00
15271	1100836.00	1032616.00
