id	vehicle_type	sex_of_driver	age_of_driver	engine_capacity_(cc)	age_of_vehicle
1453	9	2	30	1339	11
1454	9	1	18	1587	12
1455	9	2	28	1388	12
1459	9	2	55	1560	8
1461	9	1	44	1995	7
1462	9	1	45	1796	9
1465	19	1	57	1998	11
1466	19	1	57	1998	11
1467	9	1	27	1399	3
1468	9	1	24	1796	14
1470	9	1	21	1800	15
1471	9	1	44	1896	13
1472	9	1	48	1796	16
1473	19	1	55	2150	11
1476	9	2	39	1242	10
1479	9	2	47	1560	1
1481	9	1	30	1905	17
1482	8	1	32	1497	8
1483	9	1	81	1339	2
1485	5	1	44	999	1
1486	9	1	25	1598	10
1487	9	1	30	2993	1
1488	9	2	40	1596	8
1489	9	2	61	2231	4
1490	19	1	48	2143	2
1491	9	1	69	1388	4
1493	9	2	23	1968	9
1494	9	2	23	1968	9
1495	9	2	29	1275	16
1496	19	1	53	1753	4
1499	3	1	27	124	2
1501	9	1	77	998	13
1502	9	2	30	1149	12
1503	9	2	63	1598	13
1504	19	1	43	2402	7
1505	9	1	41	1997	10
1506	9	1	47	1995	12
1507	9	1	66	2498	14
1508	9	1	33	998	4
1509	9	1	33	998	4
1511	9	1	30	1997	5
1516	9	2	22	1149	11
1517	9	2	40	1461	5
1518	9	2	40	1461	5
1519	9	2	42	1598	10
1521	9	1	92	1329	5
1524	9	2	67	1242	11
1525	9	2	35	1582	8
1526	9	2	81	1598	5
1527	9	2	33	1229	7
1529	9	2	31	1956	5
1531	9	1	40	1896	11
1532	9	1	24	1910	9
1533	9	2	39	1595	9
1535	9	1	29	998	10
1537	9	1	40	1910	9
1538	9	1	50	1588	12
1539	8	1	33	1956	1
1541	9	1	25	1781	11
1543	9	1	47	2776	9
1544	9	2	57	1149	11
1545	9	2	57	1149	11
1546	9	1	30	1195	17
1547	9	1	25	1598	3
1548	9	1	25	1598	3
1550	9	2	50	1685	1
1552	9	2	23	1598	9
1553	9	3	20	1984	14
1554	9	1	17	1229	3
1555	9	1	55	1497	8
1557	9	2	44	2987	6
1558	9	2	24	1686	10
1559	9	1	38	3222	10
1560	9	1	25	1598	1
1561	9	1	25	1598	1
1563	9	1	20	1299	13
1564	9	1	28	1995	1
1565	9	1	25	2987	1
1567	9	1	30	1686	3
1568	9	2	52	1560	2
1571	9	1	53	1686	5
1573	9	1	51	2902	7
1574	9	1	56	2198	7
1575	9	1	37	1968	1
1577	19	1	38	2143	6
1578	9	1	47	1560	5
1579	9	1	47	1560	5
1580	9	1	47	1560	5
1581	9	1	47	1560	5
1582	9	1	70	1968	2
1585	19	2	32	1753	9
1586	9	2	29	1598	8
1588	9	1	56	1560	11
1590	9	1	30	1595	15
1591	9	2	27	1397	13
1592	9	1	17	1796	12
1593	9	1	37	1560	1
1594	9	1	24	1798	9
1595	9	1	40	2184	12
1597	9	1	54	1229	1
1599	9	2	59	2204	8
1600	9	1	28	998	12
1601	9	1	30	1390	8
1603	3	1	17	125	7
1605	9	1	57	1590	14
1606	9	1	43	1995	11
1607	9	1	43	1995	11
1608	9	1	43	1995	11
1609	9	1	24	2494	8
1610	9	1	24	2494	8
1611	9	2	55	2993	3
1612	9	1	59	1461	9
1613	9	1	25	6208	2
1614	9	1	29	1461	4
1615	9	1	26	1598	10
1616	9	1	30	1598	10
1618	9	1	30	1598	6
1620	9	1	40	1995	13
1621	9	2	71	1388	7
1624	9	1	20	1390	13
1625	9	1	20	1390	13
1626	9	1	20	1390	13
1627	9	2	43	1560	7
1632	9	1	21	1364	7
1633	9	1	30	1242	13
1634	9	2	35	1798	6
1635	9	2	54	1248	3
1636	9	2	22	1299	10
1637	8	1	30	1896	8
1638	9	2	30	2199	5
1641	9	2	76	1799	8
1642	9	2	76	1799	8
1643	9	1	45	1587	14
1644	9	1	54	1086	9
1645	9	1	49	1995	8
1646	9	2	27	1364	6
1647	9	2	45	1199	15
1648	9	2	33	1560	4
1649	9	1	22	2179	7
1650	9	1	31	1998	15
1651	9	2	45	1596	13
1652	9	2	30	998	13
1653	9	1	35	1968	7
1654	11	1	23	6700	3
1655	9	1	32	2993	8
1656	9	2	35	1900	16
1658	9	2	25	1242	3
1659	9	2	39	998	15
1660	9	2	39	998	15
1661	9	3	30	1997	1
1665	9	2	30	1598	10
1667	9	1	35	1995	11
1668	9	1	21	1896	12
1669	5	1	50	592	24
1670	8	1	22	1896	8
1671	8	1	22	1896	8
1672	9	2	24	1498	5
1673	9	1	22	1398	2
1677	8	1	23	1797	3
1678	19	1	30	5480	11
1679	9	2	42	1598	11
1680	9	2	82	1061	9
1681	9	1	29	1598	8
1682	19	1	30	2151	11
1683	9	1	63	1598	1
1684	9	1	63	1598	1
1685	9	1	65	1910	8
1686	9	1	54	1998	6
1687	9	1	48	1587	12
1688	9	1	21	1368	7
1689	9	1	34	1242	8
1691	9	1	53	1598	12
1693	8	1	39	2148	5
1695	9	1	26	1598	2
1696	5	1	26	998	14
1697	19	1	36	1995	8
1698	9	1	58	1587	12
1699	9	1	43	1360	13
1700	9	1	43	1360	13
1701	9	2	34	1794	7
1702	9	1	30	1896	11
1703	9	1	52	1794	14
1704	9	2	28	1242	9
1705	9	1	59	1598	2
1706	9	1	32	1896	14
1708	9	2	49	1968	7
1709	5	1	49	998	2
1711	9	1	46	1995	8
1712	9	2	39	1339	11
1714	9	1	30	1995	12
1715	9	2	55	1360	11
1717	9	2	43	2993	5
1718	11	1	51	7300	4
1719	11	1	51	7300	4
1720	11	1	51	7300	4
1721	11	1	51	7300	4
1724	9	1	41	1995	11
1727	9	1	46	998	1
1730	9	2	59	2204	6
1731	9	2	59	2204	6
1732	9	1	55	1229	4
1733	9	2	21	1149	10
1734	3	1	28	124	7
1735	5	1	48	893	20
1736	9	1	54	1998	8
1737	9	1	33	1995	9
1739	9	1	85	2497	17
1740	5	1	57	647	13
1741	5	1	21	599	5
1742	9	1	21	999	15
1743	9	2	52	1242	9
1744	9	2	35	1149	8
1745	9	2	56	1397	13
1746	9	1	25	1598	3
1747	9	1	51	1596	1
1749	8	1	31	1896	9
1750	9	1	30	1997	12
1751	9	1	69	2993	1
1752	9	2	42	1984	15
1753	9	1	20	1229	10
1754	9	1	20	1229	10
1755	9	1	20	1229	10
1756	9	1	20	1229	10
1757	9	1	84	998	12
1758	9	2	46	1149	5
1759	9	1	37	998	14
1760	9	1	25	1968	8
1761	9	1	46	1598	15
1762	9	2	41	1796	1
1763	9	1	30	1598	5
1768	9	2	37	1348	7
1770	3	1	24	124	8
1771	9	1	53	1995	10
1772	9	1	30	1598	11
1773	3	1	23	124	11
1774	9	2	18	1229	6
1775	9	2	58	1587	13
1776	9	1	47	999	17
1780	9	1	49	1497	13
1781	9	1	19	1199	13
1782	9	1	26	1229	10
1783	19	1	40	1995	3
1784	9	2	30	2000	8
1786	5	1	44	1043	1
1788	3	1	20	124	2
1789	3	1	20	124	2
1790	9	2	26	1600	11
1791	9	2	26	1600	11
1792	9	2	26	1600	11
1793	9	2	26	1600	11
1794	9	2	31	1598	7
1796	9	1	25	1968	5
1800	9	1	22	1198	6
1804	9	1	20	1390	8
1805	3	1	18	124	3
1806	9	1	20	1896	13
1807	9	1	41	2987	6
1808	9	1	60	1242	8
1809	9	1	44	2204	10
1810	9	1	44	2204	10
1811	9	1	25	1968	5
1812	9	1	27	1988	12
1813	9	1	60	2143	1
1814	2	1	30	124	2
1816	2	2	49	125	1
1817	9	1	62	1240	7
1818	9	1	62	1240	7
1819	9	2	30	1242	10
1820	9	1	44	998	12
1821	9	1	62	1560	6
1822	9	2	24	1598	14
1823	9	1	32	1598	1
1824	9	1	28	1560	2
1825	3	2	39	599	13
1826	8	1	37	1995	11
1827	9	2	39	1364	8
1830	9	1	24	1587	15
1831	9	1	29	1595	9
1833	9	1	44	2993	2
1834	9	2	57	1388	11
1835	9	2	46	1999	6
1837	9	1	33	1396	1
1838	9	1	24	1299	16
1839	9	2	34	1398	2
1840	9	2	34	1398	2
1842	9	1	29	1896	10
1843	9	2	33	1390	9
1845	9	1	63	1995	1
1848	9	2	35	1781	14
1849	9	1	29	1598	14
1850	8	1	33	1910	7
1851	9	2	41	1596	10
1855	9	2	41	1598	8
1856	9	2	47	1388	3
1858	9	1	59	1598	10
1860	9	1	50	1796	15
1862	9	2	51	1590	14
1863	9	1	54	1390	12
1865	9	1	61	1364	1
1866	9	1	21	1995	8
1867	9	1	21	1995	8
1868	9	1	21	1995	8
1869	8	1	21	1497	8
1871	21	1	59	12809	1
1877	9	1	19	1995	5
1878	9	1	34	1796	10
1879	9	2	22	1598	10
1880	9	2	27	1248	7
1881	9	1	24	1796	8
1882	9	2	50	1560	3
1883	9	2	50	1560	3
1885	9	1	29	1968	8
1886	9	2	32	1968	6
1887	9	2	60	1798	11
1889	9	3	30	1896	13
1890	9	3	59	1685	1
1893	9	1	21	1498	16
1894	9	1	21	1498	16
1895	9	2	47	1686	1
1896	9	2	52	1198	13
1900	9	1	31	1997	13
1901	21	1	31	4500	1
1902	21	1	31	4500	1
1903	9	2	29	1398	2
1904	9	2	49	998	16
1905	9	1	30	2993	3
1906	9	1	30	2993	3
1907	9	1	30	2993	3
1908	9	1	51	1998	5
1914	9	2	30	1998	7
1915	9	1	30	2148	10
1917	9	1	41	1988	11
1919	9	2	22	998	1
1920	9	1	28	1948	13
1921	9	1	72	2148	13
1922	9	1	72	2148	13
1925	9	2	39	1995	9
1926	9	1	18	1229	9
1927	9	1	40	1229	5
1928	9	1	40	1229	5
1930	9	1	56	1910	8
1931	3	1	19	124	5
1932	9	1	27	998	13
1933	9	1	39	1997	6
1934	9	2	34	1598	2
1935	3	1	25	670	3
1936	9	1	34	2143	2
1938	9	1	39	1229	6
1939	4	1	26	649	2
1940	9	1	25	1390	8
1945	9	2	30	1598	10
1946	9	2	30	1997	10
1947	9	3	36	1998	17
1948	9	1	25	1796	12
1949	9	2	57	998	11
1950	9	2	51	998	2
1955	9	2	49	1896	6
1956	9	2	49	1896	6
1959	9	1	35	1497	2
1960	9	1	35	1497	2
1961	21	1	55	6870	8
1963	9	1	34	2987	4
1964	9	1	39	1339	2
1970	19	1	42	1995	2
1972	19	1	25	1248	4
1975	9	2	19	1598	6
1976	9	1	25	998	1
1978	3	1	31	124	5
1979	9	2	42	1796	11
1981	9	2	54	1198	10
1982	9	2	54	1198	10
1986	9	1	30	2204	9
1988	9	2	30	1242	9
1989	9	2	28	998	3
1990	9	1	52	1986	7
1991	9	1	54	1995	4
1992	9	2	31	1598	3
1993	19	1	29	1753	10
1994	9	1	30	1598	12
1995	9	1	44	1686	2
1997	9	2	23	998	2
1998	9	2	52	1197	4
2001	9	1	41	1364	9
2002	9	2	41	998	14
2003	9	1	24	1398	2
2004	9	2	27	1198	6
2005	9	2	27	1198	6
2011	9	1	21	1242	2
2012	9	1	22	1198	3
2013	9	1	22	1198	3
2014	9	1	45	1560	2
2015	9	2	48	698	10
2017	9	1	41	1596	8
2018	9	1	43	1796	8
2019	9	1	43	1796	8
2020	9	1	55	2362	13
2021	9	1	44	1984	7
2022	9	1	52	1997	2
2023	9	2	24	998	14
2024	9	1	33	1349	11
2025	9	1	33	1349	11
2026	9	2	41	998	7
2027	9	1	64	1560	1
2028	9	1	36	1461	2
2030	9	1	29	1796	8
2031	5	1	33	600	10
2032	9	1	24	1984	8
2033	9	2	24	1598	13
2034	9	2	66	1598	5
2035	9	2	66	1598	5
2036	5	1	23	599	16
2037	9	1	41	1794	13
2038	9	1	30	1956	1
2039	8	1	24	1910	8
2040	9	1	35	1781	19
2042	9	1	31	1248	7
2044	9	1	32	1998	15
2045	9	1	48	2231	3
2046	4	1	35	779	5
2047	9	1	86	1198	12
2050	9	2	41	1997	12
2051	9	2	41	1997	12
2052	9	1	27	1968	5
2053	19	1	53	1248	4
2056	9	1	32	998	5
2057	9	2	52	1248	4
2058	19	1	46	1995	7
2059	9	2	47	1991	6
2060	4	1	50	656	9
2062	9	1	35	4398	18
2064	9	1	27	1149	6
2065	9	1	44	1998	10
2066	9	1	30	1968	9
2068	9	2	21	1398	2
2069	19	1	45	2402	7
2071	9	1	75	1600	11
2072	9	1	26	1590	14
2073	9	1	35	1995	2
2074	9	1	35	1995	2
2076	9	1	49	2171	12
2077	9	1	49	2171	12
2079	9	2	51	973	13
2081	9	1	33	1296	7
2083	9	2	38	3222	11
2087	9	2	30	1242	2
2088	4	1	31	955	12
2089	9	2	42	1598	10
2091	9	1	26	2000	18
2093	9	1	63	1796	7
2096	9	2	51	1596	15
2097	9	2	40	1968	2
2099	9	1	78	1198	11
2100	9	1	21	1598	11
2101	9	1	21	1598	11
2102	9	1	20	2792	12
2103	9	1	20	2792	12
2104	9	1	20	2792	12
2105	19	1	37	2198	6
2106	9	1	33	1984	6
2107	9	2	52	1086	8
2109	9	1	58	3498	10
2110	9	1	76	1995	8
2111	9	1	76	1995	8
2112	9	1	76	1995	8
2113	9	1	76	1995	8
2115	9	1	28	1390	13
2116	8	1	29	1794	13
2117	9	1	76	1332	3
2120	9	1	27	1598	8
2121	9	1	51	1242	9
2123	9	1	20	1598	1
2125	9	2	26	1242	15
2126	9	2	47	1397	7
2128	9	2	20	1596	13
2129	9	2	56	1398	1
2130	9	2	30	1596	4
2134	9	1	57	998	3
2135	9	1	57	998	3
2136	5	1	37	749	19
2137	9	1	66	1999	8
2138	2	1	16	49	6
2139	21	1	42	11021	9
2140	9	1	76	1596	1
2141	9	1	45	999	4
2142	9	2	56	998	4
2144	9	1	31	1598	8
2145	9	1	31	1598	8
2148	5	1	25	599	17
2149	9	1	30	1910	10
2150	9	2	24	1149	7
2153	9	1	33	1968	6
2154	5	1	54	899	12
2155	19	1	52	2143	2
2157	9	2	22	1299	8
2158	9	2	47	1398	13
2159	9	1	53	1275	17
2160	9	1	41	1988	10
2161	9	2	50	1599	11
2162	9	2	44	1197	1
2163	9	1	33	1198	12
2164	9	1	33	1198	12
2165	9	1	26	1598	11
2172	9	2	30	1242	2
2173	5	1	40	645	7
2174	9	1	46	1968	3
2175	9	1	20	1197	4
2176	9	1	20	1197	4
2177	4	1	18	124	5
2178	9	1	32	1596	13
2182	9	1	40	1560	11
2183	9	1	27	1364	10
2184	2	1	16	49	3
2185	2	1	16	49	3
2186	9	1	20	1248	7
2187	9	1	20	1248	7
2188	9	2	30	1198	4
2190	5	1	39	592	22
2192	3	1	17	125	4
2193	9	1	88	2401	10
2194	9	2	25	1968	2
2195	5	1	50	748	18
2196	9	2	63	998	9
2199	9	2	67	1368	4
2204	9	1	30	1588	15
2205	9	1	30	1240	10
2207	3	1	18	124	4
2208	9	1	59	1598	1
2209	9	1	82	998	4
2210	9	2	31	1242	9
2211	9	2	31	1242	9
2214	9	1	28	1396	12
2215	9	2	60	1560	1
2216	9	2	60	1560	1
2218	9	1	52	1968	7
2219	19	1	47	2463	9
2220	9	1	38	1753	13
2222	9	2	18	1299	12
2223	9	1	52	1149	10
2224	9	1	52	1149	10
2225	9	1	52	1149	10
2227	9	1	26	1796	12
2228	9	1	44	1596	7
2229	9	1	30	1997	23
2230	9	1	30	1997	23
2231	8	1	55	1753	11
2233	9	1	36	1597	6
2234	3	1	20	125	1
2235	9	2	44	1461	5
2236	9	1	54	1598	2
2239	9	2	55	1461	4
2245	9	2	30	1229	2
2246	9	2	38	1242	12
2247	9	2	33	1598	8
2248	9	2	33	1598	8
2249	9	2	33	1598	8
2250	9	2	33	1598	8
2251	9	2	35	1596	9
2253	9	2	31	1796	13
2254	9	2	35	1242	6
2255	9	1	64	2401	11
2256	9	2	24	1240	6
2257	9	2	24	1240	6
2258	9	1	22	1984	10
2259	9	2	37	1242	2
2260	9	2	19	1229	10
2264	9	2	51	1598	3
2265	9	1	28	1390	9
2266	9	1	41	1598	2
2268	9	1	22	1198	9
2269	9	1	36	1910	11
2270	9	1	27	1686	11
2273	9	1	18	1149	13
2275	9	2	28	1910	11
2276	9	1	30	2198	14
2279	9	1	38	1999	1
2280	9	1	38	1999	1
2281	9	1	27	1124	10
2282	9	1	27	1124	10
2283	21	1	33	12780	9
2284	9	2	51	1598	3
2285	9	1	79	1493	7
2286	9	1	47	1590	16
2287	5	1	48	1043	2
2288	21	1	57	12870	7
2290	9	1	68	1296	8
2291	9	1	57	1995	10
2292	9	2	29	1242	13
2293	9	2	34	1362	1
2299	5	1	25	998	10
2301	9	1	23	1368	6
2302	9	1	41	1461	2
2303	19	1	30	1968	1
2304	9	1	30	2151	15
2306	9	1	52	1598	7
2308	9	1	63	1997	13
2309	9	1	63	1997	13
2310	9	2	36	1242	12
2311	9	1	26	2967	13
2312	9	1	26	2967	13
2313	19	1	24	2402	7
2314	9	2	35	1596	7
2315	9	2	50	1999	3
2318	9	2	50	1598	3
2319	9	1	43	1560	9
2320	2	1	16	49	3
2321	9	1	44	1596	8
2323	9	1	24	1339	9
2325	9	2	49	1796	13
2326	9	1	20	1198	7
2327	9	2	86	1240	9
2330	9	1	25	1686	2
2332	19	1	56	1753	4
2333	9	1	45	1896	11
2334	3	1	59	124	7
2336	9	1	78	1896	16
2337	9	1	32	1900	16
2338	9	2	26	1399	4
2341	9	1	23	1248	4
2342	9	1	53	2979	11
2343	9	2	21	1198	12
2344	9	2	21	1198	12
2345	9	2	21	1198	12
2346	9	2	60	1995	1
2347	9	2	60	1995	1
2351	9	1	41	1332	16
2354	9	1	26	1560	3
2355	9	1	38	1390	6
2356	5	1	39	599	12
2357	9	1	68	1799	7
2359	9	2	35	1360	6
2360	9	1	36	1242	8
2361	9	2	55	1560	3
2362	9	2	37	1995	1
2363	9	2	37	1995	1
2364	9	2	57	1997	16
2365	9	2	21	1360	15
2371	9	1	35	1590	10
2372	19	3	33	1998	12
2373	9	1	36	1686	2
2374	9	2	26	1398	12
2376	9	1	28	1242	13
2377	9	1	66	1124	11
2378	9	1	66	1124	11
2379	9	2	61	899	1
2380	9	2	61	899	1
2381	8	1	46	1797	6
2382	8	1	46	1797	6
2383	8	1	46	1797	6
2385	9	1	40	1229	8
2387	9	1	66	1364	4
2388	9	2	33	1598	10
2390	19	1	46	1995	5
2391	3	1	46	124	1
2392	9	1	81	1198	4
2393	9	1	81	1198	4
2395	9	2	35	998	7
2398	9	1	17	1229	7
2399	21	1	32	5880	10
2400	9	1	44	1124	7
2401	9	1	32	2179	3
2403	8	1	54	1997	6
2406	11	1	54	7300	10
2407	19	1	25	1996	4
2408	9	1	30	1398	13
2409	9	1	44	1598	14
2411	9	2	56	1560	6
2413	9	2	44	1968	8
2414	9	1	27	1587	11
2416	9	2	33	796	8
2417	9	2	19	796	14
2418	9	2	29	1149	7
2419	9	1	50	1242	5
2420	9	1	50	1242	5
2421	9	2	39	973	14
2422	9	1	24	1595	11
2423	9	1	32	1968	4
2424	8	1	55	1798	9
2425	8	1	55	1798	9
2426	9	1	35	1968	9
2427	9	1	68	1796	11
2428	9	1	43	1598	8
2429	9	1	30	1896	12
2430	9	1	25	1229	10
2431	9	2	57	1199	12
2432	9	1	70	1910	7
2433	9	1	72	1997	8
2435	9	2	23	1242	18
2436	9	1	22	1124	15
2437	9	1	22	1124	15
2438	9	1	36	1800	16
2443	9	2	30	1587	8
2444	9	1	28	1362	1
2446	9	2	57	1332	8
2447	9	2	34	1598	2
2448	4	1	35	124	11
2449	9	1	55	1242	8
2455	9	1	41	1461	2
2456	9	1	67	1560	3
2457	9	1	47	1596	6
2458	9	2	65	1086	7
2460	19	1	22	1560	4
2462	9	1	46	1560	5
2464	9	2	45	1598	2
2465	9	2	45	1598	2
2466	9	2	34	1490	9
2467	3	1	25	125	1
2468	9	1	62	1242	7
2469	9	1	72	1956	6
2470	5	1	59	750	32
2471	9	2	41	1598	12
2472	9	1	50	2987	7
2473	9	2	39	1598	5
2474	9	2	18	999	6
2476	9	2	50	1396	1
2477	9	2	50	1396	1
2478	9	2	74	1299	13
2479	9	2	43	1796	16
2481	9	2	56	1995	5
2483	9	2	62	1560	7
2484	9	2	47	1598	8
2486	9	2	29	1206	6
2488	9	1	21	1242	14
2490	90	1	45	2999	5
2492	3	1	36	100	10
2495	9	2	40	2987	8
2496	9	2	40	2987	8
2497	9	2	40	2987	8
2498	9	1	51	1995	6
2499	9	2	28	1364	10
2500	9	2	66	1248	5
2501	9	1	18	998	6
2504	9	1	30	1598	9
2508	9	2	60	2179	2
2509	9	2	45	1199	14
2510	21	1	60	10837	5
2511	9	1	58	1994	11
2512	2	1	16	50	1
2513	9	1	40	1998	14
2514	3	1	24	108	1
2516	9	1	59	1086	9
2517	9	1	28	1390	13
2518	9	2	56	898	1
2519	9	2	56	898	1
2520	9	2	56	898	1
2522	9	2	42	1598	11
2523	9	2	42	1598	11
2524	9	2	43	2000	9
2525	9	1	28	1596	13
2528	9	2	45	1910	7
2529	9	2	29	1596	8
2530	9	1	64	1229	5
2536	21	1	44	9200	9
2537	9	2	24	998	11
2539	9	1	36	1248	1
2540	9	1	24	1560	2
2541	9	1	47	1998	9
2542	9	1	47	1998	9
2543	9	1	77	1396	12
2544	5	1	48	748	13
2546	9	1	47	1396	2
2548	4	1	39	498	18
2549	9	2	46	1560	4
2550	3	1	18	125	4
2552	11	1	28	6871	15
2554	9	2	33	1198	1
2555	9	1	52	1910	8
2558	9	2	31	4197	8
2559	9	1	60	1995	8
2560	9	1	44	1598	13
2563	19	1	35	1968	3
2564	3	1	44	124	2
2565	9	1	34	1995	10
2566	9	1	76	993	14
2569	9	1	37	1582	2
2571	9	2	55	898	2
2572	9	2	55	898	2
2573	9	1	17	2494	16
2574	9	1	17	2494	16
2575	9	1	17	2494	16
2576	9	2	30	1560	1
2577	9	2	67	2967	8
2579	9	2	30	1360	15
2580	9	1	40	998	2
2581	9	1	30	1242	8
2582	9	1	34	1870	10
2586	9	1	34	1560	1
2587	9	1	34	1560	1
2589	9	2	33	2179	6
2590	9	1	60	1596	16
2592	9	1	51	1968	3
2593	5	1	42	1255	6
2594	5	1	42	1255	6
2596	9	1	23	2199	2
2597	9	1	30	2184	10
2599	9	1	56	1588	15
2600	9	1	53	1598	8
2601	9	1	69	1398	8
2603	9	1	32	1968	8
2604	9	2	31	1242	5
2605	9	2	31	1242	5
2606	9	2	21	1299	10
2607	9	1	48	1242	6
2610	9	2	27	1560	8
2612	9	2	35	1124	11
2613	9	2	27	1242	3
2614	9	1	44	1798	3
2616	9	1	70	1995	5
2617	5	1	55	998	8
2618	9	1	52	1597	15
2619	9	1	47	1364	10
2620	9	1	47	1364	10
2621	9	1	31	1390	9
2622	9	1	33	1598	10
2623	9	2	49	1598	2
2624	9	2	39	1986	8
2625	9	2	64	1870	13
2626	2	1	16	49	5
2627	9	2	56	3226	13
2629	9	2	21	1149	4
2630	9	1	42	1246	9
2634	9	1	36	1598	2
2635	9	1	23	1796	7
2636	9	1	23	1796	7
2637	9	1	23	1796	7
2638	9	2	48	1229	4
2639	9	2	74	1360	16
2640	3	1	44	125	11
2641	9	1	27	1840	12
2642	9	1	40	1598	8
2643	9	2	22	1398	2
2644	9	1	57	1399	7
2646	9	2	75	1461	1
2647	9	2	56	1596	15
2648	9	1	30	1229	1
2649	9	2	43	1998	10
2650	5	1	36	998	14
2651	9	2	38	1242	2
2652	9	2	38	1242	2
2653	9	1	57	1461	13
2654	9	1	30	1199	13
2655	9	2	46	1248	7
2656	9	2	46	1248	7
2658	9	2	35	1896	8
2659	9	1	26	1299	11
2660	9	1	54	1798	5
2661	9	1	54	1798	5
2663	9	2	50	1999	5
2667	9	2	27	1198	1
2668	3	1	27	124	6
2669	9	1	30	2000	9
2672	9	2	58	1461	4
2673	9	1	43	999	2
2674	19	1	30	2198	3
2676	9	2	25	1956	2
2677	9	1	44	1598	10
2679	9	1	19	1248	4
2680	9	1	18	1390	1
2681	9	1	47	1598	3
2683	9	2	28	998	11
2684	8	1	35	1997	7
2685	90	1	57	2299	4
2687	9	1	33	1364	9
2688	9	1	68	998	13
2689	9	1	26	1800	16
2690	9	1	48	1596	3
2693	9	1	19	1242	4
2694	9	1	19	1242	4
2695	9	2	33	1686	4
2697	9	2	38	1900	16
2698	9	1	21	1582	5
2699	9	1	54	1598	12
2700	9	1	54	1598	12
2701	9	2	63	1497	6
2703	9	1	29	1242	1
2704	9	1	36	1339	3
2705	9	2	39	2685	11
2708	21	1	24	5880	13
2709	9	1	35	1598	4
2714	9	2	47	1461	1
2715	9	2	23	1242	11
2718	9	2	43	2967	1
2719	9	1	43	1900	10
2720	9	2	22	1797	1
2721	9	1	48	1399	8
2722	9	1	48	1399	8
2723	9	1	48	1399	8
2724	9	1	27	2521	8
2725	9	1	20	1364	5
2726	9	2	33	1149	2
2727	9	1	64	2993	6
2728	4	2	39	498	16
2730	9	1	83	1296	8
2731	9	1	83	1296	8
2732	9	2	18	999	2
2733	9	2	18	999	2
2734	8	1	48	1598	3
2735	9	1	24	1598	12
2736	9	1	24	1461	11
2737	9	2	55	1560	5
2738	9	2	30	2967	3
2739	9	1	66	1200	1
2740	9	2	55	1560	4
2741	9	2	55	1560	4
2742	9	1	45	1598	9
2744	9	2	29	1995	12
2745	9	1	48	1968	1
2746	5	1	42	918	17
2747	19	1	37	2148	6
2748	9	1	46	1596	1
2749	9	1	31	1300	9
2751	9	2	41	1422	11
2752	11	1	41	3900	9
2755	9	1	30	1995	7
2756	9	2	38	1368	9
2757	9	2	38	1368	9
2759	3	1	47	102	12
2761	9	2	71	1796	16
2762	9	1	45	1988	14
2763	9	1	27	1229	5
2765	9	2	31	1242	3
2767	9	1	36	1998	1
2768	9	2	30	998	15
2769	9	1	57	2204	7
2770	9	2	34	1560	4
2772	9	2	25	998	13
2773	9	2	45	1598	5
2775	9	2	75	998	5
2776	11	1	29	6700	6
2777	9	1	63	1968	2
2778	8	1	67	2402	11
2779	9	2	43	1389	14
2780	9	2	43	1389	14
2781	9	1	50	1686	6
2786	9	2	30	998	9
2788	9	2	39	1598	8
2789	9	2	39	1598	8
2790	9	2	39	1598	8
2791	9	2	39	1598	8
2792	9	2	39	1598	8
2793	9	1	33	1364	10
2794	9	1	37	2494	9
2795	9	1	21	1390	5
2796	9	1	24	1364	8
2798	9	2	30	1229	7
2800	19	1	30	1753	9
2801	9	2	18	1461	1
2802	9	1	21	1896	12
2803	9	1	21	1896	12
2805	9	1	64	2987	9
2806	9	1	30	1997	1
2807	9	1	91	1299	14
2809	9	1	81	1396	13
2810	9	1	81	1396	13
2811	9	1	18	1199	12
2812	9	1	18	1199	12
2814	9	1	25	1242	5
2815	9	2	29	1598	7
2817	9	2	84	1598	11
2819	9	1	41	1998	15
2821	9	2	24	1149	13
2826	8	1	62	2231	7
2828	5	1	53	1255	5
2829	9	1	44	2179	10
2830	9	1	21	1896	11
2831	9	2	44	1398	12
2832	9	2	29	1490	10
2833	9	1	29	2495	23
2834	9	2	36	999	2
2835	9	1	35	1560	2
2836	3	2	35	124	4
2837	9	1	48	1995	1
2843	9	1	25	1229	9
2844	9	1	29	1200	1
2845	9	1	24	1388	12
2848	9	1	25	1598	8
2849	9	2	39	1198	3
2850	9	2	34	998	3
2851	9	2	47	1598	14
2852	9	2	23	1149	11
2853	9	1	40	1796	12
2854	9	1	17	998	8
2855	9	1	17	998	8
2856	9	2	19	1242	3
2857	9	1	40	1896	9
2858	9	2	43	1242	10
2859	9	1	29	1396	15
2860	19	1	41	2198	3
2861	9	1	43	998	1
2862	9	2	37	1598	7
2863	9	2	70	1061	9
2864	9	1	21	1398	4
2866	9	2	40	1985	17
2867	9	2	30	1896	10
2868	9	2	34	1398	10
2869	9	2	34	1398	10
2870	9	2	34	1398	10
2871	9	2	35	1582	3
2873	9	1	17	1388	13
2874	9	1	63	1598	2
2875	8	1	32	1598	2
2876	9	1	38	1598	3
2877	9	1	55	1596	10
2879	9	1	65	1968	7
2880	9	1	22	1299	10
2883	9	1	64	1598	1
